"Wavelength","depth","alpha","phi","radiance"
1,3.8,92.5,0,5.0221e-06
1,3.8,92.5,60,2.5111e-06
1,3.8,92.5,120,1.3811e-05
1,3.8,92.5,180,1.2555e-05
1,3.8,92.5,240,2.5111e-06
1,3.8,92.5,300,2.5111e-06
1,3.8,97.5,0,2.9595e-06
1,3.8,97.5,60,2.9595e-06
1,3.8,97.5,120,8.8787e-06
1,3.8,97.5,180,9.7242e-06
1,3.8,97.5,240,4.2279e-06
1,3.8,97.5,300,3.3823e-06
1,3.8,102.500008,0,1.8125e-06
1,3.8,102.500008,60,2.5893e-06
1,3.8,102.500008,120,6.2142e-06
1,3.8,102.500008,180,6.991e-06
1,3.8,102.500008,240,1.2946e-06
1,3.8,102.500008,300,1.2946e-06
1,3.8,107.5,0,2.8617e-06
1,3.8,107.5,60,5.1511e-06
1,3.8,107.5,120,5.1511e-06
1,3.8,107.5,180,5.7234e-06
1,3.8,107.5,240,2.8617e-06
1,3.8,107.5,300,2.8617e-06
1,3.8,112.500008,0,1.7023e-06
1,3.8,112.500008,60,2.0118e-06
1,3.8,112.500008,120,4.3331e-06
1,3.8,112.500008,180,4.3331e-06
1,3.8,112.500008,240,1.857e-06
1,3.8,112.500008,300,4.6426e-07
1,3.8,117.5,0,1.0687e-06
1,3.8,117.5,60,1.4694e-06
1,3.8,117.5,120,2.5381e-06
1,3.8,117.5,180,1.7366e-06
1,3.8,117.5,240,1.3359e-06
1,3.8,117.5,300,1.603e-06
1,3.8,122.500008,0,1.0867e-06
1,3.8,122.500008,60,1.9318e-06
1,3.8,122.500008,120,3.0185e-06
1,3.8,122.500008,180,1.9318e-06
1,3.8,122.500008,240,2.294e-06
1,3.8,122.500008,300,1.5696e-06
1,3.8,127.5,0,2.0392e-06
1,3.8,127.5,60,2.0392e-06
1,3.8,127.5,120,2.7189e-06
1,3.8,127.5,180,2.0392e-06
1,3.8,127.5,240,1.4727e-06
1,3.8,127.5,300,7.9301e-07
1,3.8,132.5,0,1.8674e-06
1,3.8,132.5,60,1.5378e-06
1,3.8,132.5,120,1.7575e-06
1,3.8,132.5,180,2.4166e-06
1,3.8,132.5,240,1.6477e-06
1,3.8,132.5,300,9.886e-07
1,3.8,137.5,0,1.3181e-06
1,3.8,137.5,60,1.3181e-06
1,3.8,137.5,120,1.7575e-06
1,3.8,137.5,180,1.2083e-06
1,3.8,137.5,240,1.428e-06
1,3.8,137.5,300,1.5378e-06
1,3.8,142.500015,0,1.2462e-06
1,3.8,142.500015,60,1.2462e-06
1,3.8,142.500015,120,1.586e-06
1,3.8,142.500015,180,1.6993e-06
1,3.8,142.500015,240,1.8126e-06
1,3.8,142.500015,300,1.9259e-06
1,3.8,147.5,0,1.5696e-06
1,3.8,147.5,60,1.3281e-06
1,3.8,147.5,120,1.3281e-06
1,3.8,147.5,180,1.3281e-06
1,3.8,147.5,240,7.2444e-07
1,3.8,147.5,300,9.6591e-07
1,3.8,152.500015,0,1.7366e-06
1,3.8,152.500015,60,1.0687e-06
1,3.8,152.500015,120,1.8702e-06
1,3.8,152.500015,180,1.3359e-06
1,3.8,152.500015,240,1.603e-06
1,3.8,152.500015,300,1.4694e-06
1,3.8,157.5,0,2.7856e-06
1,3.8,157.5,60,1.0833e-06
1,3.8,157.5,120,1.238e-06
1,3.8,157.5,180,1.7023e-06
1,3.8,157.5,240,1.0833e-06
1,3.8,157.5,300,1.3928e-06
1,3.8,162.5,0,5.7234e-07
1,3.8,162.5,60,1.9078e-06
1,3.8,162.5,120,1.5262e-06
1,3.8,162.5,180,1.717e-06
1,3.8,162.5,240,1.5262e-06
1,3.8,162.5,300,7.6312e-07
1,3.8,167.5,0,1.8125e-06
1,3.8,167.5,60,7.7678e-07
1,3.8,167.5,120,1.5536e-06
1,3.8,167.5,180,1.8125e-06
1,3.8,167.5,240,5.1785e-07
1,3.8,167.5,300,1.2946e-06
1,3.8,172.5,0,2.114e-06
1,3.8,172.5,60,1.2684e-06
1,3.8,172.5,120,8.4559e-07
1,3.8,172.5,180,1.2684e-06
1,3.8,172.5,240,1.2684e-06
1,3.8,172.5,300,1.2684e-06
1,3.8,177.5,0,1.2547e-06
1,3.8,177.5,60,1.2547e-06
1,3.8,177.5,120,0
1,3.8,177.5,180,1.2547e-06
1,3.8,177.5,240,0
1,3.8,177.5,300,0
1,3.9,2.5,0,0.00027855
1,3.9,2.5,60,0.00020327
1,3.9,2.5,120,0.00040152
1,3.9,2.5,180,0.00043916
1,3.9,2.5,240,0.00020076
1,3.9,2.5,300,0.00030616
1,3.9,7.5,0,0.00017842
1,3.9,7.5,60,0.00029765
1,3.9,7.5,120,0.00038643
1,3.9,7.5,180,0.00039404
1,3.9,7.5,240,0.0003023
1,3.9,7.5,300,0.00018476
1,3.9,12.500001,0,0.00014111
1,3.9,12.500001,60,0.00025867
1,3.9,12.500001,120,0.00053572
1,3.9,12.500001,180,0.00052199
1,3.9,12.500001,240,0.00026203
1,3.9,12.500001,300,0.00014578
1,3.9,17.5,0,0.00011485
1,3.9,17.5,60,0.00021844
1,3.9,17.5,120,0.00072725
1,3.9,17.5,180,0.00072573
1,3.9,17.5,240,0.00020318
1,3.9,17.5,300,0.00011199
1,3.9,22.5,0,8.5888e-05
1,3.9,22.5,60,0.0001953
1,3.9,22.5,120,0.00098763
1,3.9,22.5,180,0.00098918
1,3.9,22.5,240,0.00018369
1,3.9,22.5,300,8.3412e-05
1,3.9,27.5,0,6.2919e-05
1,3.9,27.5,60,0.00016992
1,3.9,27.5,120,0.0013873
1,3.9,27.5,180,0.0014057
1,3.9,27.5,240,0.00015362
1,3.9,27.5,300,6.4789e-05
1,3.9,32.5,0,4.9262e-05
1,3.9,32.5,60,0.00013716
1,3.9,32.5,120,0.0020818
1,3.9,32.5,180,0.0020832
1,3.9,32.5,240,0.00014404
1,3.9,32.5,300,5.1435e-05
1,3.9,37.5,0,3.8404e-05
1,3.9,37.5,60,0.00011079
1,3.9,37.5,120,0.0049783
1,3.9,37.5,180,0.0050632
1,3.9,37.5,240,0.00011714
1,3.9,37.5,300,3.9424e-05
1,3.9,42.500004,0,2.8999e-05
1,3.9,42.500004,60,8.3482e-05
1,3.9,42.500004,120,0.0061944
1,3.9,42.500004,180,0.024101
1,3.9,42.500004,240,8.491e-05
1,3.9,42.500004,300,3.2624e-05
1,3.9,47.499996,0,2.1969e-05
1,3.9,47.499996,60,6.4479e-05
1,3.9,47.499996,120,0.0013148
1,3.9,47.499996,180,0.0013409
1,3.9,47.499996,240,6.5248e-05
1,3.9,47.499996,300,2.5154e-05
1,3.9,52.5,0,1.7786e-05
1,3.9,52.5,60,4.7354e-05
1,3.9,52.5,120,0.00062047
1,3.9,52.5,180,0.00062489
1,3.9,52.5,240,5.0979e-05
1,3.9,52.5,300,1.8126e-05
1,3.9,57.5,0,1.3644e-05
1,3.9,57.5,60,3.4773e-05
1,3.9,57.5,120,0.00032986
1,3.9,57.5,180,0.00030873
1,3.9,57.5,240,3.6584e-05
1,3.9,57.5,300,1.3281e-05
1,3.9,62.5,0,9.4846e-06
1,3.9,62.5,60,2.5648e-05
1,3.9,62.5,120,0.000177
1,3.9,62.5,180,0.00017433
1,3.9,62.5,240,2.3645e-05
1,3.9,62.5,300,1.0286e-05
1,3.9,67.5,0,6.3449e-06
1,3.9,67.5,60,1.4856e-05
1,3.9,67.5,120,0.00010043
1,3.9,67.5,180,0.00010121
1,3.9,67.5,240,1.857e-05
1,3.9,67.5,300,8.5114e-06
1,3.9,72.500008,0,4.9603e-06
1,3.9,72.500008,60,9.539e-06
1,3.9,72.500008,120,6.2385e-05
1,3.9,72.500008,180,5.7234e-05
1,3.9,72.500008,240,1.2782e-05
1,3.9,72.500008,300,3.8156e-06
1,3.9,77.500008,0,4.9196e-06
1,3.9,77.500008,60,8.8035e-06
1,3.9,77.500008,120,4.2205e-05
1,3.9,77.500008,180,3.9357e-05
1,3.9,77.500008,240,9.0624e-06
1,3.9,77.500008,300,5.4374e-06
1,3.9,82.5,0,3.3823e-06
1,3.9,82.5,60,5.0735e-06
1,3.9,82.5,120,2.1985e-05
1,3.9,82.5,180,2.7482e-05
1,3.9,82.5,240,9.7242e-06
1,3.9,82.5,300,4.6507e-06
1,3.9,87.5,0,0
1,3.9,87.5,60,1.2555e-06
1,3.9,87.5,120,1.3811e-05
1,3.9,87.5,180,1.7577e-05
1,3.9,87.5,240,7.5332e-06
1,3.9,87.5,300,1.2555e-06
1,3.9,92.5,0,2.5111e-06
1,3.9,92.5,60,1.2555e-06
1,3.9,92.5,120,1.13e-05
1,3.9,92.5,180,1.13e-05
1,3.9,92.5,240,5.0221e-06
1,3.9,92.5,300,2.5111e-06
1,3.9,97.5,0,1.2684e-06
1,3.9,97.5,60,1.6912e-06
1,3.9,97.5,120,5.9191e-06
1,3.9,97.5,180,8.8787e-06
1,3.9,97.5,240,2.9595e-06
1,3.9,97.5,300,3.3823e-06
1,3.9,102.500008,0,1.5536e-06
1,3.9,102.500008,60,1.5536e-06
1,3.9,102.500008,120,6.7321e-06
1,3.9,102.500008,180,5.6964e-06
1,3.9,102.500008,240,1.0357e-06
1,3.9,102.500008,300,1.8125e-06
1,3.9,107.5,0,2.2894e-06
1,3.9,107.5,60,3.0525e-06
1,3.9,107.5,120,4.3879e-06
1,3.9,107.5,180,4.7695e-06
1,3.9,107.5,240,2.8617e-06
1,3.9,107.5,300,2.2894e-06
1,3.9,112.500008,0,1.5475e-06
1,3.9,112.500008,60,1.7023e-06
1,3.9,112.500008,120,2.9403e-06
1,3.9,112.500008,180,3.0951e-06
1,3.9,112.500008,240,2.0118e-06
1,3.9,112.500008,300,7.7376e-07
1,3.9,117.5,0,9.351e-07
1,3.9,117.5,60,1.4694e-06
1,3.9,117.5,120,1.8702e-06
1,3.9,117.5,180,1.3359e-06
1,3.9,117.5,240,1.4694e-06
1,3.9,117.5,300,1.3359e-06
1,3.9,122.500008,0,9.6591e-07
1,3.9,122.500008,60,2.1733e-06
1,3.9,122.500008,120,1.5696e-06
1,3.9,122.500008,180,2.0526e-06
1,3.9,122.500008,240,1.6903e-06
1,3.9,122.500008,300,1.3281e-06
1,3.9,127.5,0,1.8126e-06
1,3.9,127.5,60,1.8126e-06
1,3.9,127.5,120,2.4923e-06
1,3.9,127.5,180,1.4727e-06
1,3.9,127.5,240,1.4727e-06
1,3.9,127.5,300,4.5315e-07
1,3.9,132.5,0,1.7575e-06
1,3.9,132.5,60,1.6477e-06
1,3.9,132.5,120,1.7575e-06
1,3.9,132.5,180,1.5378e-06
1,3.9,132.5,240,1.428e-06
1,3.9,132.5,300,1.2083e-06
1,3.9,137.5,0,1.2083e-06
1,3.9,137.5,60,1.2083e-06
1,3.9,137.5,120,1.2083e-06
1,3.9,137.5,180,1.2083e-06
1,3.9,137.5,240,1.2083e-06
1,3.9,137.5,300,1.3181e-06
1,3.9,142.500015,0,1.1329e-06
1,3.9,142.500015,60,9.063e-07
1,3.9,142.500015,120,1.1329e-06
1,3.9,142.500015,180,1.2462e-06
1,3.9,142.500015,240,1.3594e-06
1,3.9,142.500015,300,1.586e-06
1,3.9,147.5,0,1.2074e-06
1,3.9,147.5,60,1.0867e-06
1,3.9,147.5,120,1.2074e-06
1,3.9,147.5,180,1.0867e-06
1,3.9,147.5,240,7.2444e-07
1,3.9,147.5,300,9.6591e-07
1,3.9,152.500015,0,1.3359e-06
1,3.9,152.500015,60,9.351e-07
1,3.9,152.500015,120,1.3359e-06
1,3.9,152.500015,180,1.0687e-06
1,3.9,152.500015,240,1.3359e-06
1,3.9,152.500015,300,1.4694e-06
1,3.9,157.5,0,2.0118e-06
1,3.9,157.5,60,6.1901e-07
1,3.9,157.5,120,1.238e-06
1,3.9,157.5,180,1.857e-06
1,3.9,157.5,240,9.2852e-07
1,3.9,157.5,300,1.0833e-06
1,3.9,162.5,0,3.8156e-07
1,3.9,162.5,60,2.0986e-06
1,3.9,162.5,120,1.717e-06
1,3.9,162.5,180,1.3355e-06
1,3.9,162.5,240,1.5262e-06
1,3.9,162.5,300,5.7234e-07
1,3.9,167.5,0,1.8125e-06
1,3.9,167.5,60,5.1785e-07
1,3.9,167.5,120,1.2946e-06
1,3.9,167.5,180,1.8125e-06
1,3.9,167.5,240,2.5893e-07
1,3.9,167.5,300,5.1785e-07
1,3.9,172.5,0,2.114e-06
1,3.9,172.5,60,8.4559e-07
1,3.9,172.5,120,8.4559e-07
1,3.9,172.5,180,1.2684e-06
1,3.9,172.5,240,4.2279e-07
1,3.9,172.5,300,1.2684e-06
1,3.9,177.5,0,1.2547e-06
1,3.9,177.5,60,0
1,3.9,177.5,120,1.2547e-06
1,3.9,177.5,180,0
1,3.9,177.5,240,0
1,3.9,177.5,300,0
1,4,2.5,0,0.00026475
1,4,2.5,60,0.00018319
1,4,2.5,120,0.00037642
1,4,2.5,180,0.00039399
1,4,2.5,240,0.00018821
1,4,2.5,300,0.00026977
1,4,7.5,0,0.00016278
1,4,7.5,60,0.00026594
1,4,7.5,120,0.00035261
1,4,7.5,180,0.00035768
1,4,7.5,240,0.00027566
1,4,7.5,300,0.000167
1,4,12.500001,0,0.0001305
1,4,12.500001,60,0.0002364
1,4,12.500001,120,0.00048704
1,4,12.500001,180,0.00047358
1,4,12.500001,240,0.00023562
1,4,12.500001,300,0.00013386
1,4,17.5,0,0.00010321
1,4,17.5,60,0.00020089
1,4,17.5,120,0.00066563
1,4,17.5,180,0.00066029
1,4,17.5,240,0.00018601
1,4,17.5,300,9.8442e-05
1,4,22.5,0,7.7531e-05
1,4,22.5,60,0.00017951
1,4,22.5,120,0.00089354
1,4,22.5,180,0.00089153
1,4,22.5,240,0.00016559
1,4,22.5,300,7.6448e-05
1,4,27.5,0,5.6907e-05
1,4,27.5,60,0.00015469
1,4,27.5,120,0.0012525
1,4,27.5,180,0.0012604
1,4,27.5,240,0.0001392
1,4,27.5,300,5.8911e-05
1,4,32.5,0,4.3828e-05
1,4,32.5,60,0.00012255
1,4,32.5,120,0.0018618
1,4,32.5,180,0.0018645
1,4,32.5,240,0.00013221
1,4,32.5,300,4.7692e-05
1,4,37.5,0,3.5912e-05
1,4,37.5,60,0.00010117
1,4,37.5,120,0.0044004
1,4,37.5,180,0.0044788
1,4,37.5,240,0.00010638
1,4,37.5,300,3.6252e-05
1,4,42.500004,0,2.5594e-05
1,4,42.500004,60,7.4035e-05
1,4,42.500004,120,0.0054507
1,4,42.500004,180,0.02071
1,4,42.500004,240,7.6891e-05
1,4,42.500004,300,3.0757e-05
1,4,47.499996,0,2.0102e-05
1,4,47.499996,60,5.9097e-05
1,4,47.499996,120,0.0011647
1,4,47.499996,180,0.0011819
1,4,47.499996,240,5.8547e-05
1,4,47.499996,300,2.1969e-05
1,4,52.5,0,1.62e-05
1,4,52.5,60,4.1236e-05
1,4,52.5,120,0.00054978
1,4,52.5,180,0.00055205
1,4,52.5,240,4.6448e-05
1,4,52.5,300,1.5747e-05
1,4,57.5,0,1.1591e-05
1,4,57.5,60,2.9702e-05
1,4,57.5,120,0.00028893
1,4,57.5,180,0.00027468
1,4,57.5,240,3.2962e-05
1,4,57.5,300,1.147e-05
1,4,62.5,0,8.4159e-06
1,4,62.5,60,2.1641e-05
1,4,62.5,120,0.00015736
1,4,62.5,180,0.00015322
1,4,62.5,240,2.0706e-05
1,4,62.5,300,9.0838e-06
1,4,67.5,0,5.8806e-06
1,4,67.5,60,1.3464e-05
1,4,67.5,120,8.79e-05
1,4,67.5,180,8.8364e-05
1,4,67.5,240,1.6868e-05
1,4,67.5,300,6.1901e-06
1,4,72.500008,0,4.0064e-06
1,4,72.500008,60,8.5851e-06
1,4,72.500008,120,5.2846e-05
1,4,72.500008,180,5.4945e-05
1,4,72.500008,240,1.1256e-05
1,4,72.500008,300,2.4801e-06
1,4,77.500008,0,4.1428e-06
1,4,77.500008,60,8.0267e-06
1,4,77.500008,120,3.5991e-05
1,4,77.500008,180,3.4437e-05
1,4,77.500008,240,9.5803e-06
1,4,77.500008,300,4.4017e-06
1,4,82.5,0,3.3823e-06
1,4,82.5,60,4.6507e-06
1,4,82.5,120,2.2408e-05
1,4,82.5,180,2.0294e-05
1,4,82.5,240,5.9191e-06
1,4,82.5,300,4.6507e-06
1,4,87.5,0,0
1,4,87.5,60,1.2555e-06
1,4,87.5,120,1.3811e-05
1,4,87.5,180,1.6322e-05
1,4,87.5,240,8.7887e-06
1,4,87.5,300,5.0221e-06
1,4,92.5,0,1.2555e-06
1,4,92.5,60,2.5111e-06
1,4,92.5,120,8.7887e-06
1,4,92.5,180,1.0044e-05
1,4,92.5,240,7.5332e-06
1,4,92.5,300,0
1,4,97.5,0,1.6912e-06
1,4,97.5,60,3.3823e-06
1,4,97.5,120,8.0331e-06
1,4,97.5,180,6.7647e-06
1,4,97.5,240,3.3823e-06
1,4,97.5,300,2.114e-06
1,4,102.500008,0,1.5536e-06
1,4,102.500008,60,2.8482e-06
1,4,102.500008,120,4.9196e-06
1,4,102.500008,180,4.6607e-06
1,4,102.500008,240,1.2946e-06
1,4,102.500008,300,1.5536e-06
1,4,107.5,0,1.1447e-06
1,4,107.5,60,3.434e-06
1,4,107.5,120,3.8156e-06
1,4,107.5,180,3.8156e-06
1,4,107.5,240,2.2894e-06
1,4,107.5,300,2.0986e-06
1,4,112.500008,0,1.238e-06
1,4,112.500008,60,1.857e-06
1,4,112.500008,120,2.6308e-06
1,4,112.500008,180,2.7856e-06
1,4,112.500008,240,1.5475e-06
1,4,112.500008,300,4.6426e-07
1,4,117.5,0,6.6793e-07
1,4,117.5,60,1.2023e-06
1,4,117.5,120,1.8702e-06
1,4,117.5,180,1.3359e-06
1,4,117.5,240,1.2023e-06
1,4,117.5,300,1.3359e-06
1,4,122.500008,0,6.037e-07
1,4,122.500008,60,1.3281e-06
1,4,122.500008,120,1.6903e-06
1,4,122.500008,180,1.6903e-06
1,4,122.500008,240,1.6903e-06
1,4,122.500008,300,1.3281e-06
1,4,127.5,0,1.586e-06
1,4,127.5,60,1.3594e-06
1,4,127.5,120,1.586e-06
1,4,127.5,180,1.1329e-06
1,4,127.5,240,1.586e-06
1,4,127.5,300,3.3986e-07
1,4,132.5,0,1.6477e-06
1,4,132.5,60,1.2083e-06
1,4,132.5,120,1.2083e-06
1,4,132.5,180,1.428e-06
1,4,132.5,240,1.0984e-06
1,4,132.5,300,7.6891e-07
1,4,137.5,0,1.428e-06
1,4,137.5,60,1.0984e-06
1,4,137.5,120,1.2083e-06
1,4,137.5,180,1.3181e-06
1,4,137.5,240,7.6891e-07
1,4,137.5,300,1.3181e-06
1,4,142.500015,0,6.7972e-07
1,4,142.500015,60,6.7972e-07
1,4,142.500015,120,7.9301e-07
1,4,142.500015,180,7.9301e-07
1,4,142.500015,240,1.2462e-06
1,4,142.500015,300,1.3594e-06
1,4,147.5,0,9.6591e-07
1,4,147.5,60,8.4517e-07
1,4,147.5,120,1.2074e-06
1,4,147.5,180,9.6591e-07
1,4,147.5,240,4.8296e-07
1,4,147.5,300,9.6591e-07
1,4,152.500015,0,1.0687e-06
1,4,152.500015,60,1.0687e-06
1,4,152.500015,120,1.2023e-06
1,4,152.500015,180,8.0151e-07
1,4,152.500015,240,1.0687e-06
1,4,152.500015,300,9.351e-07
1,4,157.5,0,1.857e-06
1,4,157.5,60,6.1901e-07
1,4,157.5,120,9.2852e-07
1,4,157.5,180,1.7023e-06
1,4,157.5,240,9.2852e-07
1,4,157.5,300,1.3928e-06
1,4,162.5,0,5.7234e-07
1,4,162.5,60,1.717e-06
1,4,162.5,120,1.717e-06
1,4,162.5,180,9.539e-07
1,4,162.5,240,1.3355e-06
1,4,162.5,300,5.7234e-07
1,4,167.5,0,1.8125e-06
1,4,167.5,60,2.5893e-07
1,4,167.5,120,5.1785e-07
1,4,167.5,180,1.2946e-06
1,4,167.5,240,2.5893e-07
1,4,167.5,300,2.5893e-07
1,4,172.5,0,1.2684e-06
1,4,172.5,60,8.4559e-07
1,4,172.5,120,8.4559e-07
1,4,172.5,180,8.4559e-07
1,4,172.5,240,4.2279e-07
1,4,172.5,300,1.2684e-06
1,4,177.5,0,1.2547e-06
1,4,177.5,60,0
1,4,177.5,120,2.5095e-06
1,4,177.5,180,0
1,4,177.5,240,0
1,4,177.5,300,0
1,100,2.5,0,0
1,100,2.5,60,0
1,100,2.5,120,0
1,100,2.5,180,0
1,100,2.5,240,0
1,100,2.5,300,0
1,100,7.5,0,0
1,100,7.5,60,0
1,100,7.5,120,0
1,100,7.5,180,0
1,100,7.5,240,0
1,100,7.5,300,0
1,100,12.500001,0,0
1,100,12.500001,60,0
1,100,12.500001,120,0
1,100,12.500001,180,0
1,100,12.500001,240,0
1,100,12.500001,300,0
1,100,17.5,0,0
1,100,17.5,60,0
1,100,17.5,120,0
1,100,17.5,180,0
1,100,17.5,240,0
1,100,17.5,300,0
1,100,22.5,0,0
1,100,22.5,60,0
1,100,22.5,120,0
1,100,22.5,180,0
1,100,22.5,240,0
1,100,22.5,300,0
1,100,27.5,0,0
1,100,27.5,60,0
1,100,27.5,120,0
1,100,27.5,180,0
1,100,27.5,240,0
1,100,27.5,300,0
1,100,32.5,0,0
1,100,32.5,60,0
1,100,32.5,120,0
1,100,32.5,180,0
1,100,32.5,240,0
1,100,32.5,300,0
1,100,37.5,0,0
1,100,37.5,60,0
1,100,37.5,120,0
1,100,37.5,180,0
1,100,37.5,240,0
1,100,37.5,300,0
1,100,42.500004,0,0
1,100,42.500004,60,0
1,100,42.500004,120,0
1,100,42.500004,180,5.4922e-07
1,100,42.500004,240,0
1,100,42.500004,300,0
1,100,47.499996,0,0
1,100,47.499996,60,0
1,100,47.499996,120,0
1,100,47.499996,180,0
1,100,47.499996,240,0
1,100,47.499996,300,0
1,100,52.5,0,0
1,100,52.5,60,0
1,100,52.5,120,0
1,100,52.5,180,0
1,100,52.5,240,0
1,100,52.5,300,0
1,100,57.5,0,0
1,100,57.5,60,0
1,100,57.5,120,0
1,100,57.5,180,0
1,100,57.5,240,0
1,100,57.5,300,0
1,100,62.5,0,0
1,100,62.5,60,0
1,100,62.5,120,0
1,100,62.5,180,0
1,100,62.5,240,0
1,100,62.5,300,0
1,100,67.5,0,0
1,100,67.5,60,0
1,100,67.5,120,0
1,100,67.5,180,0
1,100,67.5,240,0
1,100,67.5,300,0
1,100,72.500008,0,0
1,100,72.500008,60,0
1,100,72.500008,120,0
1,100,72.500008,180,0
1,100,72.500008,240,0
1,100,72.500008,300,0
1,100,77.500008,0,0
1,100,77.500008,60,0
1,100,77.500008,120,0
1,100,77.500008,180,0
1,100,77.500008,240,0
1,100,77.500008,300,0
1,100,82.5,0,0
1,100,82.5,60,0
1,100,82.5,120,0
1,100,82.5,180,0
1,100,82.5,240,0
1,100,82.5,300,0
1,100,87.5,0,0
1,100,87.5,60,0
1,100,87.5,120,0
1,100,87.5,180,0
1,100,87.5,240,0
1,100,87.5,300,0
1,100,92.5,0,0
1,100,92.5,60,0
1,100,92.5,120,0
1,100,92.5,180,0
1,100,92.5,240,0
1,100,92.5,300,0
1,100,97.5,0,0
1,100,97.5,60,0
1,100,97.5,120,0
1,100,97.5,180,0
1,100,97.5,240,0
1,100,97.5,300,0
1,100,102.500008,0,0
1,100,102.500008,60,0
1,100,102.500008,120,0
1,100,102.500008,180,0
1,100,102.500008,240,0
1,100,102.500008,300,0
1,100,107.5,0,0
1,100,107.5,60,0
1,100,107.5,120,0
1,100,107.5,180,0
1,100,107.5,240,0
1,100,107.5,300,0
1,100,112.500008,0,0
1,100,112.500008,60,0
1,100,112.500008,120,0
1,100,112.500008,180,0
1,100,112.500008,240,0
1,100,112.500008,300,0
1,100,117.5,0,0
1,100,117.5,60,0
1,100,117.5,120,0
1,100,117.5,180,0
1,100,117.5,240,0
1,100,117.5,300,0
1,100,122.500008,0,0
1,100,122.500008,60,0
1,100,122.500008,120,0
1,100,122.500008,180,0
1,100,122.500008,240,0
1,100,122.500008,300,0
1,100,127.5,0,0
1,100,127.5,60,0
1,100,127.5,120,0
1,100,127.5,180,0
1,100,127.5,240,0
1,100,127.5,300,0
1,100,132.5,0,0
1,100,132.5,60,0
1,100,132.5,120,0
1,100,132.5,180,0
1,100,132.5,240,0
1,100,132.5,300,0
1,100,137.5,0,0
1,100,137.5,60,0
1,100,137.5,120,0
1,100,137.5,180,0
1,100,137.5,240,0
1,100,137.5,300,0
1,100,142.500015,0,0
1,100,142.500015,60,0
1,100,142.500015,120,0
1,100,142.500015,180,0
1,100,142.500015,240,0
1,100,142.500015,300,0
1,100,147.5,0,0
1,100,147.5,60,0
1,100,147.5,120,0
1,100,147.5,180,0
1,100,147.5,240,0
1,100,147.5,300,0
1,100,152.500015,0,0
1,100,152.500015,60,0
1,100,152.500015,120,0
1,100,152.500015,180,0
1,100,152.500015,240,0
1,100,152.500015,300,0
1,100,157.5,0,0
1,100,157.5,60,0
1,100,157.5,120,0
1,100,157.5,180,0
1,100,157.5,240,0
1,100,157.5,300,0
1,100,162.5,0,0
1,100,162.5,60,0
1,100,162.5,120,0
1,100,162.5,180,0
1,100,162.5,240,0
1,100,162.5,300,0
1,100,167.5,0,0
1,100,167.5,60,0
1,100,167.5,120,0
1,100,167.5,180,0
1,100,167.5,240,0
1,100,167.5,300,0
1,100,172.5,0,0
1,100,172.5,60,0
1,100,172.5,120,0
1,100,172.5,180,0
1,100,172.5,240,0
1,100,172.5,300,0
1,100,177.5,0,0
1,100,177.5,60,0
1,100,177.5,120,0
1,100,177.5,180,0
1,100,177.5,240,0
1,100,177.5,300,0
2,-1,2.5,0,0
2,-1,2.5,60,0
2,-1,2.5,120,0
2,-1,2.5,180,0
2,-1,2.5,240,0
2,-1,2.5,300,0
2,-1,7.5,0,0
2,-1,7.5,60,0
2,-1,7.5,120,0
2,-1,7.5,180,0
2,-1,7.5,240,0
2,-1,7.5,300,0
2,-1,12.500001,0,0
2,-1,12.500001,60,0
2,-1,12.500001,120,0
2,-1,12.500001,180,0
2,-1,12.500001,240,0
2,-1,12.500001,300,0
2,-1,17.5,0,0
2,-1,17.5,60,0
2,-1,17.5,120,0
2,-1,17.5,180,0
2,-1,17.5,240,0
2,-1,17.5,300,0
2,-1,22.5,0,0
2,-1,22.5,60,0
2,-1,22.5,120,0
2,-1,22.5,180,0
2,-1,22.5,240,0
2,-1,22.5,300,0
2,-1,27.5,0,0
2,-1,27.5,60,0
2,-1,27.5,120,0
2,-1,27.5,180,0
2,-1,27.5,240,0
2,-1,27.5,300,0
2,-1,32.5,0,0
2,-1,32.5,60,0
2,-1,32.5,120,0
2,-1,32.5,180,0
2,-1,32.5,240,0
2,-1,32.5,300,0
2,-1,37.5,0,0
2,-1,37.5,60,0
2,-1,37.5,120,0
2,-1,37.5,180,0
2,-1,37.5,240,0
2,-1,37.5,300,0
2,-1,42.500004,0,0
2,-1,42.500004,60,0
2,-1,42.500004,120,0
2,-1,42.500004,180,0
2,-1,42.500004,240,0
2,-1,42.500004,300,0
2,-1,47.499996,0,0
2,-1,47.499996,60,0
2,-1,47.499996,120,0
2,-1,47.499996,180,0
2,-1,47.499996,240,0
2,-1,47.499996,300,0
2,-1,52.5,0,0
2,-1,52.5,60,0
2,-1,52.5,120,0
2,-1,52.5,180,0
2,-1,52.5,240,0
2,-1,52.5,300,0
2,-1,57.5,0,0
2,-1,57.5,60,0
2,-1,57.5,120,0
2,-1,57.5,180,0
2,-1,57.5,240,0
2,-1,57.5,300,0
2,-1,62.5,0,13.359
2,-1,62.5,60,0
2,-1,62.5,120,0
2,-1,62.5,180,0
2,-1,62.5,240,0
2,-1,62.5,300,0
2,-1,67.5,0,0
2,-1,67.5,60,0
2,-1,67.5,120,0
2,-1,67.5,180,0
2,-1,67.5,240,0
2,-1,67.5,300,0
2,-1,72.500008,0,0
